id_policy,year,pol_no_claims_discount,pol_duration,pol_pay_freq,pol_payd,pol_usage,drv_sex1,drv_age1,drv_age_lic1,drv_drv2,vh_age,vh_fuel,vh_type,vh_speed,vh_value,vh_weight,population,town_surface_area,claim_amount
PL071850,3,0,15,Biannual,No,WorkPrivate,F,54,36,No,50,Gasoline,Tourism,182,12820,1036,320,132.3,449.62
PL057176,2,0,13,Monthly,No,WorkPrivate,F,56,32,Yes,9,Gasoline,Tourism,140,1113,393,270,543.8,449.63
PL083060,3,0,5,Yearly,No,WorkPrivate,M,64,44,No,13,Diesel,Tourism,200,25000,1300,270,152.7,449.67
PL051239,3,0,3,Yearly,No,WorkPrivate,M,33,15,No,12,Diesel,Tourism,200,25000,1300,2550,129.6,449.67
PL009347,2,0,3,Monthly,No,WorkPrivate,F,34,15,Yes,8,Diesel,Tourism,175,23900,1285,100,356.5,449.87
PL057606,2,0.381,7,Biannual,No,WorkPrivate,F,46,28,No,8,Gasoline,Tourism,200,19422,1315,480,56.4,449.87
PL073876,2,0.181,12,Monthly,No,Professional,F,37,19,No,3,Diesel,Tourism,158,11228,992,20,75.7,449.97
PL081115,2,0,22,Yearly,No,Retired,M,66,48,Yes,2,Gasoline,Tourism,170,11355,1080,550,173.1,450.16
PL022684,1,0,17,Biannual,No,Professional,M,62,41,No,7,Diesel,Commercial,164,13772,1268,110,522.7,450.66
PL081534,3,0.225,6,Monthly,No,WorkPrivate,M,41,15,Yes,7,Diesel,Tourism,200,31069,1473,250,146.7,450.7
PL012720,1,0,9,Yearly,No,WorkPrivate,M,69,44,No,2,Diesel,Tourism,150,16335,1280,30,478.4,450.77
PL016434,1,0,13,Biannual,No,Retired,F,76,37,No,7,Gasoline,Tourism,140,1113,393,330,95.5,450.88
PL035403,1,0.166,2,Biannual,No,WorkPrivate,M,32,12,No,2,Diesel,Tourism,197,27313,1437,1590,153.2,450.89
PL029782,2,0,24,Monthly,No,Professional,M,65,42,Yes,11,Gasoline,Tourism,179,16047,955,420,92.7,451.17
PL059876,1,0,2,Monthly,No,Retired,M,74,45,No,1,Gasoline,Tourism,158,13390,885,130,189.5,451.31
PL078347,3,0,32,Monthly,No,WorkPrivate,M,64,45,No,8,Diesel,Tourism,196,24750,1200,430,234.7,451.38
PL017996,3,0.166,16,Yearly,No,Retired,M,74,46,Yes,12,Diesel,Tourism,175,23900,1285,1090,50.3,451.55
PL064936,2,0,14,Yearly,No,Retired,M,86,62,Yes,4,Diesel,Tourism,200,19225,1310,400,89.5,451.65
PL090298,3,0,29,Monthly,No,WorkPrivate,M,62,43,No,13,Diesel,Tourism,182,12820,1036,310,368.9,451.96
PL053558,3,0,30,Yearly,No,Retired,M,80,61,No,17,Gasoline,Tourism,149,4711,0,40,189.9,452
PL071207,1,0,12,Yearly,No,WorkPrivate,M,56,37,Yes,5,Diesel,Tourism,186,21852,1379,360,745.4,452.02
PL012150,3,0.28,7,Monthly,No,WorkPrivate,M,38,15,Yes,4,Diesel,Tourism,184,35168,1388,100,132.7,452.09
PL006149,3,0.119,5,Monthly,No,WorkPrivate,F,37,19,No,6,Diesel,Tourism,175,23900,1285,600,285.2,452.43
PL040524,3,0,28,Biannual,No,Professional,M,73,54,Yes,10,Diesel,Commercial,150,14159,1193,400,332.8,452.47
PL030495,2,0,8,Yearly,No,Retired,M,73,45,No,9,Diesel,Tourism,221,29371,1369,1350,280.7,452.56
PL030021,1,0.28,1,Monthly,No,WorkPrivate,F,36,14,No,7,Diesel,Tourism,180,22057,1245,120,125.7,452.7
PL002847,1,0.225,2,Monthly,No,WorkPrivate,F,34,15,No,4,Diesel,Tourism,182,12820,1036,410,129.1,452.72
PL044815,3,0,6,Monthly,No,WorkPrivate,F,44,23,No,14,Gasoline,Tourism,179,16047,955,20,107.6,452.84
PL017080,3,0,29,Yearly,No,Retired,M,57,36,No,7,Diesel,Tourism,178,32679,1483,2010,190,452.94
PL045347,2,0.166,8,Yearly,No,WorkPrivate,F,65,33,No,13,Diesel,Tourism,148,16702,1350,2550,422.4,452.96
PL034553,1,0,1,Yearly,No,WorkPrivate,M,52,34,No,7,Diesel,Tourism,181,21171,1305,1250,201.7,453.21
PL074106,2,0.332,12,Monthly,No,WorkPrivate,M,37,14,Yes,7,Gasoline,Tourism,182,16876,1302,390,212.2,453.25
PL010214,3,0,10,Monthly,No,WorkPrivate,F,36,16,No,16,Gasoline,Tourism,194,15225,913,60,129.8,453.28
PL028160,2,0,12,Yearly,No,WorkPrivate,F,40,21,Yes,2,Gasoline,Tourism,140,1113,393,440,18.5,453.56
PL051853,1,0.135,16,Biannual,No,WorkPrivate,F,37,19,No,3,Diesel,Tourism,148,16702,1350,70,88.4,453.64
PL024823,1,0,1,Biannual,No,WorkPrivate,F,61,42,Yes,3,Diesel,Tourism,158,11228,992,380,320.9,453.97
PL088483,3,0,4,Yearly,No,WorkPrivate,F,48,29,No,5,Diesel,Tourism,174,13904,1260,350,147.2,454
PL050060,3,0,25,Biannual,No,Retired,F,68,40,No,4,Gasoline,Tourism,177,11490,950,770,184.5,454.06
PL005800,1,0,26,Biannual,No,Professional,F,49,28,No,1,Gasoline,Tourism,155,9554,560,800,85.4,454.13
PL068067,3,0,15,Biannual,No,WorkPrivate,M,47,24,Yes,14,Gasoline,Tourism,177,11490,950,310,141.4,454.17
PL000105,1,0,4,Yearly,No,WorkPrivate,M,64,45,Yes,1,Gasoline,Tourism,160,2088,0,450,103.1,454.17
PL006829,2,0,25,Monthly,No,Professional,M,52,34,No,2,Diesel,Tourism,175,23900,1285,230,205.5,454.28
PL045149,2,0,11,Yearly,No,WorkPrivate,M,62,40,No,11,Diesel,Tourism,158,32528,2538,410,78,454.36
PL077831,2,0.306,7,Quarterly,No,WorkPrivate,M,32,14,No,2,Diesel,Tourism,175,23900,1285,240,53.3,454.38
PL014819,2,0,4,Monthly,No,WorkPrivate,M,32,10,Yes,13,Diesel,Tourism,200,31069,1473,40,22.2,454.42
PL077253,1,0,4,Yearly,No,WorkPrivate,M,62,29,Yes,2,Diesel,Tourism,196,24750,1200,230,80.5,454.47
PL069971,3,0,4,Yearly,No,WorkPrivate,M,65,43,Yes,3,Diesel,Tourism,202,22411,1330,1120,124.6,454.53
PL038815,2,0,18,Yearly,No,WorkPrivate,F,46,28,No,5,Diesel,Tourism,162,11541,1130,80,36.9,454.59
PL035931,3,0,4,Monthly,No,WorkPrivate,M,57,36,Yes,9,Diesel,Tourism,200,20054,1360,370,201.9,454.71
PL038114,1,0.332,2,Monthly,No,WorkPrivate,F,33,9,No,7,Diesel,Tourism,200,19422,1315,360,107.2,454.76
PL006427,3,0,19,Quarterly,No,WorkPrivate,F,48,26,No,12,Gasoline,Tourism,177,11490,950,1010,89.5,454.8
PL080856,3,0,9,Biannual,No,WorkPrivate,F,62,43,No,4,Diesel,Tourism,150,14159,1193,540,132.4,454.91
PL082149,1,0,15,Monthly,No,WorkPrivate,F,46,27,No,10,Diesel,Tourism,186,21852,1379,150,297.7,455.04
PL034436,1,0,2,Monthly,No,Retired,M,71,50,Yes,6,Diesel,Tourism,149,17233,1012,20,34,455.05
PL045215,3,0,12,Monthly,No,WorkPrivate,M,43,25,Yes,6,Diesel,Tourism,200,28833,1501,380,527.2,455.07
PL078385,1,0,16,Yearly,No,WorkPrivate,M,52,33,Yes,3,Diesel,Tourism,139,11985,1264,1170,65.8,455.1
PL089529,2,0,7,Biannual,No,WorkPrivate,F,52,33,No,6,Diesel,Tourism,170,11405,1197,650,91.7,455.18
PL045523,2,0.28,7,Monthly,No,WorkPrivate,M,34,13,No,12,Diesel,Tourism,177,11490,950,220,153.8,455.27
PL085663,3,0,29,Monthly,No,WorkPrivate,F,53,34,No,4,Gasoline,Tourism,174,13904,1260,460,213.9,455.51
PL050655,3,0.07,9,Monthly,No,WorkPrivate,M,37,19,Yes,6,Diesel,Tourism,168,11876,1225,1440,137.8,455.9
PL084776,1,0,17,Monthly,No,WorkPrivate,F,48,27,Yes,4,Diesel,Tourism,160,17055,911,880,155.6,456.21
PL004623,1,0,5,Monthly,No,WorkPrivate,M,36,17,No,10,Diesel,Tourism,194,22235,1569,260,372,456.36
PL022809,2,0,25,Biannual,No,Retired,F,81,52,Yes,7,Diesel,Tourism,170,11405,1197,470,149.4,456.45
PL075848,2,0,7,Biannual,No,WorkPrivate,F,54,36,No,7,Diesel,Tourism,200,22067,1291,330,129.4,456.75
PL019823,1,0,2,Yearly,No,WorkPrivate,M,46,27,No,11,Diesel,Tourism,147,21343,1482,100,156.4,457.12
PL063680,1,0,19,Biannual,No,Retired,F,83,56,No,11,Gasoline,Tourism,177,11490,950,1330,43.2,457.35
PL038183,1,0,4,Biannual,No,WorkPrivate,M,40,21,No,3,Diesel,Commercial,149,20580,793,100,145.4,457.39
PL088324,2,0,31,Biannual,No,Retired,M,65,46,Yes,3,Diesel,Tourism,203,20912,1220,310,48.3,457.49
PL019607,1,0,14,Yearly,No,Retired,M,87,54,No,1,Gasoline,Tourism,200,19422,1315,270,82.2,457.59
PL010916,2,0,12,Yearly,Yes,WorkPrivate,M,42,24,No,13,Gasoline,Tourism,182,12820,1036,310,745.4,457.62
PL077968,3,0,24,Yearly,No,WorkPrivate,F,55,35,No,6,Diesel,Tourism,198,26019,1371,120,154.2,457.78
PL014407,2,0.119,3,Monthly,No,WorkPrivate,F,30,11,No,5,Gasoline,Tourism,182,12820,1036,330,38.7,457.8
PL095212,2,0,7,Monthly,No,Retired,F,66,33,No,5,Gasoline,Tourism,164,14696,936,270,284.1,457.89
PL054253,1,0.535,11,Yearly,No,WorkPrivate,F,54,34,Yes,6,Gasoline,Tourism,182,16876,1302,420,52,457.93
PL034168,2,0,27,Biannual,No,Retired,M,81,63,Yes,3,Diesel,Tourism,170,11405,1197,70,263.6,458.21
PL029740,3,0,4,Monthly,No,Professional,F,65,24,No,13,Diesel,Tourism,175,23900,1285,100,179.2,458.34
PL015552,1,0,27,Yearly,No,Retired,M,90,69,No,2,Gasoline,Tourism,177,11490,950,320,64.9,458.37
PL034732,3,0.119,21,Monthly,No,WorkPrivate,M,41,22,No,4,Diesel,Tourism,158,13390,885,260,122.5,458.39
PL088648,3,0,4,Monthly,No,WorkPrivate,F,50,32,Yes,4,Diesel,Tourism,203,20912,1220,30,65.3,458.45
PL076832,3,0,4,Monthly,No,WorkPrivate,F,35,17,No,12,Diesel,Tourism,200,25000,1300,60,66.3,458.51
PL043992,2,0,13,Yearly,No,WorkPrivate,M,56,38,Yes,7,Gasoline,Tourism,160,17055,911,300,332,458.76
PL031968,2,0,10,Biannual,No,WorkPrivate,M,63,43,Yes,6,Diesel,Commercial,160,17055,911,540,335.5,458.76
PL039984,2,0.535,2,Monthly,No,WorkPrivate,F,22,3,No,8,Gasoline,Tourism,160,17055,911,270,278.3,458.76
PL046512,3,0.135,4,Quarterly,No,Professional,M,41,22,No,4,Diesel,Commercial,105,23520,0,810,56.2,458.77
PL005614,3,0,7,Biannual,No,WorkPrivate,F,47,26,Yes,6,Gasoline,Tourism,138,17126,1110,2550,208.2,459.26
PL094882,2,0,28,Monthly,No,WorkPrivate,M,66,45,No,4,Diesel,Tourism,188,29775,1443,390,93.5,459.35
PL011555,3,0,19,Monthly,No,WorkPrivate,M,84,59,No,7,Gasoline,Tourism,182,16876,1302,250,81.9,459.42
PL080645,1,0.119,11,Monthly,No,WorkPrivate,F,33,13,Yes,5,Gasoline,Tourism,158,11228,992,70,207.8,459.44
PL012680,3,0,8,Yearly,No,Professional,M,48,29,No,9,Diesel,Tourism,200,25000,1300,10,54.7,459.58
PL085722,1,0.584,11,Monthly,No,WorkPrivate,M,54,29,No,1,Diesel,Tourism,185,26094,1460,300,46.3,459.6
PL054575,1,0,2,Monthly,No,WorkPrivate,M,39,18,Yes,4,Diesel,Tourism,198,18446,1378,950,362.9,459.7
PL091033,1,0,28,Yearly,No,Professional,M,50,31,Yes,1,Diesel,Tourism,175,23900,1285,640,69.5,459.74
PL050232,2,0,2,Monthly,No,WorkPrivate,F,55,2,No,6,Diesel,Tourism,200,31069,1473,130,242.4,459.89
PL008232,1,0,13,Monthly,No,WorkPrivate,F,65,45,No,7,Diesel,Tourism,200,25000,1300,140,61.1,460.03
PL023107,3,0.196,13,Yearly,No,WorkPrivate,M,57,36,Yes,3,Diesel,Tourism,174,13904,1260,1890,630.8,460.05
PL007180,1,0.225,2,Yearly,No,WorkPrivate,F,42,21,Yes,2,Diesel,Tourism,180,22057,1245,2550,308.4,460.11
PL000980,3,0,6,Biannual,No,WorkPrivate,M,35,14,Yes,10,Diesel,Tourism,217,84560,2505,280,130.4,460.13
PL040567,1,0.07,11,Yearly,No,WorkPrivate,M,27,7,No,7,Diesel,Tourism,162,11541,1130,580,79.6,460.17
PL083734,1,0.07,2,Yearly,No,WorkPrivate,M,38,18,Yes,6,Diesel,Tourism,194,24214,1198,150,95.8,460.17
PL036602,2,0,4,Yearly,No,WorkPrivate,M,53,34,No,2,Diesel,Tourism,150,14159,1193,2550,150.3,460.23
PL050974,2,0,4,Yearly,No,Retired,M,84,65,No,11,Gasoline,Tourism,227,66150,1484,1010,234.9,460.36
PL020968,1,0.196,3,Yearly,No,Retired,M,69,42,No,5,Diesel,Tourism,200,22067,1291,280,76.1,460.41
PL076512,2,0,9,Monthly,No,Professional,M,36,18,No,3,Diesel,Commercial,95,26858,0,2550,267.3,460.57
PL010252,1,0,1,Yearly,No,WorkPrivate,F,43,23,No,1,Diesel,Tourism,148,16702,1350,210,45,460.61
PL047633,2,0,17,Yearly,No,WorkPrivate,M,45,27,Yes,11,Diesel,Tourism,198,20002,1320,1150,376.5,460.73
PL036799,1,0,27,Biannual,No,WorkPrivate,F,64,21,No,3,Gasoline,Tourism,174,13904,1260,2550,240.9,460.76
PL040740,1,0,25,Monthly,No,WorkPrivate,M,48,29,No,7,Diesel,Tourism,200,19225,1310,10,36.7,460.76
PL088232,3,0,30,Yearly,No,Retired,M,67,45,No,6,Diesel,Tourism,194,27514,1185,310,353.7,460.76
PL027518,1,0,19,Biannual,No,WorkPrivate,M,66,47,No,2,Diesel,Tourism,174,13904,1260,310,353.7,460.94
PL006496,3,0,4,Biannual,No,WorkPrivate,M,35,17,Yes,8,Diesel,Tourism,175,23900,1285,160,56.1,460.96
PL059810,2,0.166,6,Monthly,No,WorkPrivate,M,45,26,No,7,Diesel,Tourism,164,13772,1268,140,250.3,460.97
PL086255,3,0,9,Quarterly,No,WorkPrivate,F,48,29,Yes,14,Diesel,Tourism,203,19100,1480,350,126.7,461.04
PL062192,1,0,3,Biannual,No,Retired,M,54,35,Yes,7,Diesel,Tourism,146,10919,1372,30,194.9,461.14
PL084927,3,0,23,Yearly,No,WorkPrivate,M,41,23,No,8,Diesel,Tourism,202,27490,1282,380,320.9,461.16
PL064590,1,0,6,Biannual,No,WorkPrivate,F,52,33,No,2,Gasoline,Tourism,164,14696,936,2550,318.2,461.19
PL093475,3,0,19,Quarterly,Yes,Retired,F,73,43,No,6,Gasoline,Tourism,155,9554,560,360,192.4,461.21
PL026405,1,0,8,Biannual,No,WorkPrivate,M,35,15,No,3,Diesel,Tourism,175,23900,1285,1880,121.8,461.21
PL033657,3,0,8,Monthly,No,Retired,M,71,50,Yes,5,Diesel,Tourism,186,32452,1436,60,142.6,461.23
PL054925,2,0,12,Yearly,No,WorkPrivate,F,64,46,Yes,11,Gasoline,Tourism,200,19422,1315,390,154.7,461.3
PL031829,1,0,23,Biannual,No,WorkPrivate,M,48,30,No,8,Diesel,Tourism,185,18904,1315,2550,288.1,461.33
PL039562,3,0,15,Biannual,No,WorkPrivate,M,67,45,No,4,Diesel,Tourism,200,19225,1310,190,253.5,461.36
PL070602,1,0,15,Biannual,No,WorkPrivate,M,45,24,No,4,Diesel,Tourism,200,19225,1310,1080,165,461.43
PL083580,3,0,20,Yearly,No,WorkPrivate,M,45,27,Yes,6,Diesel,Tourism,140,1113,870,300,279.4,461.45
PL055094,3,0,20,Biannual,No,WorkPrivate,M,58,39,No,8,Gasoline,Tourism,200,19422,1315,2550,312.4,461.74
PL057299,2,0,4,Yearly,No,WorkPrivate,F,48,30,Yes,7,Gasoline,Tourism,158,11228,992,380,320.9,461.82
PL090538,3,0.135,18,Monthly,No,WorkPrivate,M,54,32,Yes,13,Diesel,Tourism,200,31069,1473,150,134,461.91
PL094251,3,0,16,Monthly,No,WorkPrivate,F,54,25,No,3,Gasoline,Tourism,182,16876,1302,280,134.8,462.15
PL078965,2,0,4,Yearly,No,Retired,M,67,49,Yes,7,Gasoline,Tourism,198,20002,1320,1620,283.2,462.18
PL004005,3,0.28,6,Monthly,No,WorkPrivate,F,28,8,Yes,13,Diesel,Tourism,200,22067,1291,60,109.4,462.33
PL032523,1,0,2,Yearly,No,WorkPrivate,M,52,33,No,6,Gasoline,Tourism,175,23900,1285,780,160.6,462.38
PL014819,1,0,3,Monthly,No,WorkPrivate,M,31,9,Yes,12,Diesel,Tourism,200,31069,1473,40,22.2,462.39
PL060429,3,0,3,Biannual,No,WorkPrivate,F,56,38,No,7,Diesel,Tourism,186,31915,1487,130,415.1,462.71
PL013977,1,0,12,Yearly,No,WorkPrivate,F,59,32,No,2,Gasoline,Tourism,160,17055,911,1890,630.8,462.82
PL044962,1,0,18,Yearly,Yes,Retired,M,66,43,No,1,Gasoline,Tourism,182,12820,1036,190,161.4,462.98
PL083578,2,0,2,Monthly,No,Retired,F,57,27,No,8,Diesel,Tourism,158,11228,992,2550,132.3,463
PL035213,3,0,4,Monthly,No,Retired,M,62,43,No,13,Diesel,Tourism,158,11228,992,290,115.4,463.09
PL043931,1,0,17,Biannual,No,WorkPrivate,M,68,48,Yes,9,Gasoline,Tourism,174,11040,1143,320,43.8,463.22
PL063868,2,0.018,14,Yearly,No,WorkPrivate,F,33,15,Yes,2,Diesel,Tourism,181,21171,1305,100,278.3,463.39
PL023554,1,0,4,Yearly,No,Professional,M,49,31,No,6,Diesel,Tourism,170,11405,1197,150,380.8,463.45
PL030100,1,0,6,Monthly,No,WorkPrivate,F,40,16,Yes,9,Gasoline,Tourism,230,53053,1256,650,114.3,463.8
PL015673,3,0,3,Biannual,No,WorkPrivate,M,48,26,No,3,Diesel,Tourism,200,25000,1300,2550,369.1,463.82
PL049124,3,0,10,Biannual,No,Retired,M,74,55,Yes,18,Diesel,Tourism,174,11040,1143,780,301.1,463.88
PL034314,1,0,25,Monthly,No,Retired,F,84,58,No,1,Gasoline,Tourism,158,13390,885,310,21.6,463.93
PL010242,1,0.28,2,Monthly,No,Professional,F,34,11,No,9,Diesel,Tourism,149,17233,1012,380,320.9,464.12
PL053587,2,0.166,8,Quarterly,No,WorkPrivate,M,31,13,No,5,Diesel,Tourism,181,21171,1305,130,139.6,464.13
PL073955,3,0,8,Monthly,No,WorkPrivate,M,42,24,No,6,Diesel,Tourism,150,14159,1193,1990,73.3,464.36
PL062682,3,0,8,Biannual,No,WorkPrivate,M,65,47,No,4,Diesel,Tourism,186,62291,1960,300,82.5,464.49
PL070747,2,0,8,Yearly,No,WorkPrivate,M,42,23,No,7,Diesel,Tourism,170,11405,1197,1760,103.4,464.65
PL079240,2,0.405,24,Yearly,Yes,Retired,F,66,41,No,8,Gasoline,Tourism,179,19758,1177,380,154.2,464.74
PL036710,2,0.225,6,Monthly,No,WorkPrivate,M,51,19,No,3,Diesel,Tourism,150,14159,1193,2550,53.4,464.83
PL050519,3,0,11,Yearly,No,WorkPrivate,M,60,42,No,9,Gasoline,Tourism,175,23900,1285,270,281,464.84
PL047495,2,0,3,Yearly,No,WorkPrivate,M,40,22,Yes,3,Diesel,Tourism,182,18082,989,260,155.6,465.02
PL069886,2,0.28,4,Monthly,No,WorkPrivate,F,30,11,No,13,Diesel,Tourism,198,20002,1320,220,249.7,465.05
PL053200,1,0,8,Yearly,No,WorkPrivate,M,56,37,Yes,8,Diesel,Tourism,250,42402,1565,480,100.3,465.09
PL086191,1,0,30,Yearly,No,WorkPrivate,M,64,45,Yes,9,Gasoline,Tourism,175,23900,1285,60,246.1,465.12
PL071117,3,0.196,10,Biannual,No,WorkPrivate,F,55,36,Yes,6,Diesel,Tourism,175,23900,1285,150,50.5,465.17
PL053476,3,0,28,Monthly,No,WorkPrivate,M,49,31,No,6,Diesel,Tourism,138,17126,1110,330,68,465.18
PL072900,1,0,2,Biannual,No,Retired,F,69,48,No,7,Gasoline,Tourism,158,13390,885,950,53.6,465.23
PL003164,2,0.332,18,Biannual,No,Retired,M,57,38,Yes,13,Diesel,Tourism,164,14696,936,2550,278.6,465.4
PL026994,1,0.584,2,Yearly,No,WorkPrivate,M,41,10,No,1,Diesel,Tourism,174,13904,1260,2270,102.6,465.56
PL054058,1,0.28,4,Monthly,No,WorkPrivate,M,29,9,No,11,Diesel,Commercial,123,23295,787,30,99.1,465.58
PL065862,1,0,6,Biannual,No,Professional,M,58,39,No,4,Diesel,Commercial,145,23028,760,2550,53.9,465.58
PL066041,1,0.166,14,Monthly,No,WorkPrivate,F,34,12,No,6,Diesel,Tourism,170,16512,1332,2550,301.4,465.61
PL009124,2,0,27,Biannual,No,Retired,M,77,54,No,8,Gasoline,Tourism,182,12820,1036,1310,78,465.64
PL001358,2,0,22,Monthly,No,WorkPrivate,M,54,35,No,2,Diesel,Tourism,174,13904,1260,70,114.9,465.76
PL066318,1,0,5,Quarterly,No,Retired,M,66,48,Yes,2,Diesel,Tourism,170,11405,1197,1780,383.1,465.77
PL015433,3,0,5,Yearly,No,WorkPrivate,M,60,41,No,3,Diesel,Tourism,160,17055,911,260,378.9,465.81
PL074779,3,0,5,Yearly,No,Retired,M,76,54,Yes,12,Gasoline,Tourism,209,39925,1395,340,312.7,465.85
PL085724,3,0,8,Yearly,No,Retired,M,71,49,No,10,Diesel,Tourism,180,22057,1245,140,306.5,465.97
PL048863,1,0,2,Yearly,No,Retired,M,55,34,No,7,Diesel,Tourism,174,13904,1260,270,500.8,466.17
PL025301,3,0,16,Monthly,No,Retired,M,73,51,No,8,Diesel,Tourism,150,14159,1193,460,635.3,466.26
PL076153,3,0,13,Monthly,No,Professional,M,42,22,No,5,Diesel,Commercial,123,23295,787,200,189.8,466.26
PL020962,3,0,5,Yearly,No,Retired,F,81,55,Yes,13,Gasoline,Tourism,182,12820,1036,60,62.1,466.26
PL026207,2,0,10,Yearly,No,WorkPrivate,M,68,36,No,12,Diesel,Tourism,175,23900,1285,320,82.1,466.38
PL076545,1,0,20,Monthly,No,WorkPrivate,F,40,20,No,31,Gasoline,Tourism,140,1113,393,600,70.8,466.63
PL041320,2,0.103,5,Biannual,No,Professional,M,27,8,Yes,9,Diesel,Tourism,200,25000,1300,420,184,466.73
PL078542,3,0,11,Monthly,No,WorkPrivate,F,49,31,No,5,Diesel,Tourism,168,11876,1225,60,424.5,467
PL026157,1,0,4,Yearly,No,WorkPrivate,M,44,24,Yes,4,Gasoline,Tourism,160,2088,0,510,92.7,467.03
PL055242,3,0,11,Monthly,No,WorkPrivate,F,45,24,Yes,7,Diesel,Tourism,181,14534,1325,2550,316,467.06
PL001934,3,0,7,Monthly,No,WorkPrivate,F,37,18,Yes,13,Gasoline,Tourism,148,16702,1350,190,310.1,467.23
PL029758,1,0,3,Monthly,No,Professional,M,40,20,Yes,2,Diesel,Tourism,140,1113,870,60,53,467.33
PL058475,1,0,15,Yearly,No,WorkPrivate,M,40,21,No,4,Diesel,Tourism,200,28833,1501,390,156.8,467.34
PL020253,3,0,9,Monthly,No,WorkPrivate,F,52,33,Yes,8,Diesel,Tourism,178,32679,1483,2550,223.1,467.34
PL046037,3,0.166,8,Monthly,No,WorkPrivate,M,34,3,No,9,Diesel,Tourism,175,23900,1285,240,29.7,467.7
PL041947,1,0,4,Yearly,No,Retired,M,61,42,No,7,Diesel,Tourism,180,22057,1245,740,293.5,467.76
PL080054,1,0,20,Yearly,No,WorkPrivate,M,59,40,Yes,5,Diesel,Tourism,180,22057,1245,180,53.1,467.76
PL065967,1,0,14,Biannual,No,WorkPrivate,M,37,16,No,3,Diesel,Tourism,146,10919,1372,330,85.9,467.77
PL039033,3,0,14,Yearly,No,WorkPrivate,F,66,46,Yes,4,Diesel,Tourism,147,21343,1482,860,96.4,467.89
PL087318,1,0,1,Monthly,No,WorkPrivate,M,39,21,No,7,Gasoline,Tourism,227,50764,1430,680,209.7,467.95
PL048940,3,0.225,14,Monthly,No,WorkPrivate,F,43,13,No,14,Gasoline,Tourism,138,17126,1110,1430,173.9,468.25
PL010850,2,0,12,Monthly,No,Retired,F,60,22,No,2,Diesel,Tourism,174,13904,1260,2040,383.3,468.29
PL036913,2,0,2,Monthly,No,WorkPrivate,F,49,28,No,10,Gasoline,Tourism,170,13473,980,300,583,468.31
PL093896,2,0.119,2,Monthly,No,Professional,M,29,11,Yes,9,Diesel,Commercial,123,23295,787,400,81.9,468.32
PL014350,1,0,2,Yearly,No,WorkPrivate,M,57,39,No,1,Diesel,Tourism,160,2088,0,230,44.2,468.34
PL012558,2,0.036,7,Yearly,No,WorkPrivate,F,40,21,No,6,Gasoline,Tourism,170,11405,1197,610,20.9,468.4
PL083091,1,0,5,Biannual,No,Retired,M,70,50,Yes,5,Diesel,Tourism,197,27313,1437,220,33.7,468.42
PL001319,1,0.135,14,Monthly,No,WorkPrivate,F,67,48,Yes,6,Diesel,Tourism,198,20002,1320,780,745.4,468.58
PL023631,3,0,28,Yearly,No,WorkPrivate,M,76,53,Yes,11,Diesel,Tourism,150,14159,1193,270,278.3,468.58
PL094065,2,0,12,Yearly,No,WorkPrivate,M,52,34,No,6,Diesel,Tourism,123,23295,787,80,80,468.63
PL066745,3,0,15,Monthly,No,Retired,M,75,56,No,7,Diesel,Tourism,200,22067,1291,70,473,469.05
PL058453,2,0,4,Yearly,No,WorkPrivate,F,82,45,No,2,Gasoline,Tourism,182,12820,1036,20,140.1,469.11
PL002639,3,0,3,Yearly,No,WorkPrivate,F,56,37,Yes,11,Diesel,Tourism,177,11490,950,940,182,469.13
PL023354,2,0,28,Biannual,No,Retired,M,70,52,No,5,Diesel,Tourism,197,27313,1437,150,73.4,469.16
PL089064,2,0.225,3,Monthly,No,WorkPrivate,M,31,12,Yes,6,Diesel,Tourism,170,11129,927,30,115.1,469.16
PL003421,3,0,20,Yearly,No,WorkPrivate,F,70,52,Yes,12,Gasoline,Tourism,232,26328,1410,220,64,469.17
PL087507,3,0,28,Monthly,No,WorkPrivate,F,66,47,No,4,Gasoline,Tourism,158,11228,992,30,150.7,469.18
PL084393,3,0,26,Biannual,No,WorkPrivate,F,58,38,Yes,12,Diesel,Tourism,181,21171,1305,360,340.8,469.37
PL006976,3,0,22,Monthly,No,WorkPrivate,M,45,22,Yes,8,Diesel,Tourism,151,13594,900,830,352.7,469.37
PL044922,2,0,28,Yearly,No,WorkPrivate,F,55,35,No,3,Diesel,Tourism,174,13904,1260,2040,383.3,469.53
PL028697,1,0,25,Biannual,No,Professional,M,60,37,No,3,Diesel,Commercial,145,23028,760,810,56.2,469.97
PL085302,3,0.166,10,Monthly,No,WorkPrivate,M,29,11,No,9,Diesel,Tourism,158,11228,992,60,264.5,470.14
PL024999,3,0,8,Yearly,No,WorkPrivate,F,65,46,Yes,9,Gasoline,Tourism,200,22067,1291,420,184,470.56
PL069996,1,0,15,Yearly,No,Retired,F,67,45,No,2,Diesel,Tourism,158,13390,885,240,60.9,470.71
PL017301,3,0,17,Monthly,No,WorkPrivate,F,60,41,No,9,Diesel,Tourism,174,13904,1260,1950,406.7,470.86
PL007488,3,0,8,Yearly,No,WorkPrivate,F,47,24,Yes,7,Diesel,Tourism,174,13904,1260,880,98.2,470.86
PL036223,3,0,17,Yearly,No,WorkPrivate,M,40,22,Yes,9,Diesel,Tourism,174,13904,1260,100,242.5,470.86
