id_policy,year,pol_no_claims_discount,pol_duration,pol_pay_freq,pol_payd,pol_usage,drv_sex1,drv_age1,drv_age_lic1,drv_drv2,vh_age,vh_fuel,vh_type,vh_speed,vh_value,vh_weight,population,town_surface_area,claim_amount
PL022194,3,0,13,Monthly,No,WorkPrivate,F,65,46,No,14,Gasoline,Tourism,177,11490,950,2470,34.8,106.63
PL089375,2,0.07,3,Monthly,No,Professional,M,38,20,Yes,4,Diesel,Tourism,190,23619,1168,1160,39.3,92.09
PL040233,2,0,5,Yearly,No,WorkPrivate,F,45,27,No,7,Diesel,Tourism,187,48174,1680,420,184,275.37
PL021883,3,0.28,3,Yearly,No,WorkPrivate,M,30,12,Yes,6,Diesel,Tourism,200,25000,1300,560,322.5,231.23
PL066734,3,0,23,Yearly,No,WorkPrivate,F,58,38,No,8,Gasoline,Tourism,198,20002,1320,2550,60.4,105.85
PL008966,2,0,3,Yearly,No,WorkPrivate,M,40,22,No,7,Gasoline,Tourism,153,10957,1046,240,43.4,148.72
PL038891,1,0.631,3,Quarterly,No,WorkPrivate,M,29,7,No,4,Diesel,Tourism,158,13390,885,1230,109.5,51.14
PL070463,1,0,20,Yearly,No,Professional,M,61,43,Yes,8,Diesel,Tourism,150,14159,1193,990,151.6,100.95
PL088878,3,0,6,Biannual,No,WorkPrivate,M,56,37,No,3,Diesel,Tourism,202,22411,1330,2550,66.8,102.37
PL005529,2,0,12,Biannual,No,WorkPrivate,M,41,20,No,3,Diesel,Tourism,200,25000,1300,640,94.6,288.81
PL067900,3,0.483,7,Biannual,No,WorkPrivate,M,34,14,No,8,Diesel,Tourism,151,13594,900,1890,630.8,203.44
PL036523,3,0.225,6,Monthly,No,Professional,F,46,22,No,6,Diesel,Commercial,148,12752,1095,10,64.4,290.83
PL029605,1,0.07,4,Yearly,No,WorkPrivate,F,47,29,Yes,12,Diesel,Tourism,168,11876,1225,290,378.4,236.51
PL013456,3,0.036,13,Monthly,No,WorkPrivate,M,60,41,No,10,Gasoline,Tourism,150,14159,1193,380,62,240.7
PL089017,1,0.535,1,Quarterly,No,WorkPrivate,M,27,4,No,6,Diesel,Tourism,200,25000,1300,230,349.8,322.93
PL034691,1,0,11,Yearly,No,Professional,M,59,40,Yes,4,Diesel,Tourism,202,22578,1284,240,118.8,260.63
PL079277,1,0,14,Biannual,No,WorkPrivate,M,64,44,Yes,5,Diesel,Tourism,175,23900,1285,440,179,217.98
PL068853,2,0,2,Monthly,No,WorkPrivate,M,62,35,No,17,Diesel,Tourism,150,14159,1193,20,97.5,229.95
PL088571,2,0,2,Monthly,No,WorkPrivate,F,45,27,Yes,2,Diesel,Tourism,164,14696,936,80,74.9,104.13
PL024272,1,0.631,2,Monthly,No,WorkPrivate,F,32,9,No,5,Diesel,Tourism,200,19422,1315,310,405.4,106.14
PL028418,2,0,17,Monthly,No,WorkPrivate,M,49,27,Yes,8,Diesel,Tourism,179,27917,1830,240,120.3,92.12
PL023387,1,0,1,Yearly,No,Retired,M,65,44,No,3,Diesel,Tourism,214,33926,1376,670,47.7,341.64
PL019368,3,0.28,8,Biannual,No,WorkPrivate,F,50,28,Yes,8,Diesel,Tourism,140,1113,870,100,18.5,278.66
PL094380,3,0,26,Monthly,No,WorkPrivate,F,52,30,No,8,Gasoline,Tourism,179,16047,955,240,508.4,137.98
PL016228,2,0,11,Quarterly,No,Retired,M,70,52,No,3,Diesel,Commercial,141,14996,1050,240,97.5,155.17
PL046067,2,0,19,Yearly,No,Retired,M,81,57,No,16,Gasoline,Tourism,200,19422,1315,440,155.8,74.23
PL036191,2,0.428,4,Monthly,No,WorkPrivate,F,28,9,No,2,Gasoline,Tourism,158,11228,992,2550,219.2,7.2
PL059831,1,0,2,Yearly,No,Retired,M,78,60,No,6,Diesel,Tourism,150,14159,1193,10,117.4,221.4
PL036202,3,0.332,3,Yearly,No,WorkPrivate,F,38,19,No,4,Diesel,Tourism,202,22411,1330,910,28.4,238.86
PL085689,1,0,26,Biannual,No,WorkPrivate,F,61,42,No,1,Gasoline,Tourism,182,12820,1036,250,324.9,15.44
PL022544,2,0,30,Yearly,Yes,Retired,M,57,37,No,4,Diesel,Tourism,179,16047,955,310,353.7,210
PL072918,3,0.483,9,Yearly,No,WorkPrivate,M,33,14,No,14,Gasoline,Tourism,159,9818,809,220,120.5,102.37
PL093614,1,0,2,Monthly,No,WorkPrivate,M,53,32,No,1,Diesel,Tourism,200,28833,1501,2550,332,106.14
PL027142,2,0.036,15,Biannual,No,WorkPrivate,M,47,27,No,6,Diesel,Tourism,148,16702,1350,380,62,27.5
PL007645,2,0,5,Yearly,No,WorkPrivate,F,64,37,Yes,6,Diesel,Tourism,200,19422,1315,320,250.4,315.35
PL054868,2,0.036,5,Biannual,No,WorkPrivate,F,48,30,No,6,Diesel,Tourism,177,11490,950,400,77.1,108.26
PL031264,2,0.181,8,Monthly,No,Professional,F,62,38,No,10,Diesel,Tourism,180,22057,1245,40,18.5,59.85
PL083054,1,0,12,Biannual,No,WorkPrivate,M,42,23,Yes,20,Diesel,Tourism,156,25378,2554,430,454.1,175.05
PL071517,2,0,20,Biannual,Yes,WorkPrivate,F,63,45,Yes,7,Diesel,Commercial,150,16335,1280,50,48.4,286.15
PL074110,1,0.428,1,Monthly,No,WorkPrivate,M,27,8,No,2,Diesel,Tourism,203,20912,1220,390,182.7,227.64
PL084235,2,0,10,Monthly,No,WorkPrivate,F,55,34,No,3,Diesel,Tourism,185,26094,1460,2050,67.6,150.02
PL022821,2,0,3,Monthly,No,Retired,M,71,49,Yes,8,Diesel,Tourism,181,21171,1305,70,56.9,336.69
PL037052,1,0,18,Monthly,No,WorkPrivate,F,47,29,No,3,Diesel,Tourism,139,15368,980,80,102.2,22.33
PL022191,3,0,22,Monthly,No,WorkPrivate,M,51,29,Yes,12,Diesel,Tourism,175,25200,1479,1890,630.8,65.18
PL072999,2,0.196,18,Biannual,No,Retired,M,61,41,Yes,3,Diesel,Tourism,150,16335,1280,100,101.8,101.74
PL046892,1,0,1,Yearly,No,WorkPrivate,M,51,33,No,3,Diesel,Tourism,186,32452,1436,320,259,104.79
PL045396,3,0.087,17,Biannual,No,Professional,F,62,43,Yes,5,Gasoline,Tourism,158,13390,885,520,175.5,300.13
PL033182,3,0.196,9,Biannual,No,WorkPrivate,F,51,30,Yes,5,Diesel,Tourism,150,16335,1280,270,102.2,78.95
PL064685,2,0.119,4,Yearly,No,WorkPrivate,F,26,7,No,3,Diesel,Tourism,158,13390,885,300,38.3,140.04
PL081874,2,0,5,Yearly,No,WorkPrivate,M,48,28,Yes,6,Diesel,Tourism,202,22578,1284,220,131.6,183.76
PL059788,2,0.584,2,Yearly,No,Retired,M,71,52,No,4,Diesel,Tourism,174,13904,1260,470,73.4,78.96
PL048656,3,0.166,4,Monthly,No,WorkPrivate,M,55,31,No,12,Gasoline,Tourism,193,22146,1192,780,160.6,325.67
PL003609,3,0,7,Yearly,No,WorkPrivate,M,57,33,No,15,Gasoline,Tourism,181,21171,1305,270,543.8,285.76
PL011714,3,0,6,Quarterly,No,WorkPrivate,M,48,17,No,3,Diesel,Tourism,174,13904,1260,140,274.2,94.27
PL076090,3,0,29,Yearly,No,Retired,M,75,54,No,5,Gasoline,Tourism,149,4955,630,180,263.1,56.19
PL066458,3,0,7,Monthly,No,WorkPrivate,F,57,35,No,7,Gasoline,Tourism,164,14696,936,390,745.4,335.18
PL026613,2,0,2,Yearly,No,Professional,M,33,13,Yes,7,Diesel,Tourism,199,15334,1166,80,69.9,238.01
PL033660,2,0.332,8,Yearly,No,WorkPrivate,F,42,21,No,2,Gasoline,Tourism,150,15486,1047,1320,540.8,62.21
PL008730,1,0,5,Biannual,No,Retired,M,58,40,No,24,Gasoline,Tourism,200,31069,1473,1270,116.3,38.93
PL024295,3,0,6,Yearly,No,Retired,M,67,48,Yes,12,Gasoline,Tourism,151,9983,1140,220,64,341.39
PL024904,1,0,5,Quarterly,No,Retired,M,71,41,Yes,1,Diesel,Tourism,165,25150,1967,240,282.5,73.89
PL052487,3,0,25,Biannual,No,Professional,F,52,33,No,3,Diesel,Tourism,175,23900,1285,1070,132.1,109.67
PL006057,2,0,15,Biannual,No,WorkPrivate,M,85,59,Yes,2,Gasoline,Tourism,182,12820,1036,440,26,157.7
PL058037,1,0.07,15,Monthly,No,WorkPrivate,F,83,57,Yes,9,Gasoline,Tourism,200,19422,1315,220,218,309.07
PL082015,2,0,3,Monthly,No,Retired,F,59,19,No,4,Diesel,Tourism,203,78580,1507,760,89.1,107.39
PL035890,3,0,31,Monthly,No,Retired,F,87,62,Yes,22,Gasoline,Tourism,174,11040,1143,460,158.9,303.62
PL090163,2,0,5,Biannual,Yes,Retired,M,71,51,No,5,Diesel,Tourism,200,19422,1315,2550,117,342.74
PL064390,1,0,10,Yearly,No,WorkPrivate,M,66,47,No,7,Diesel,Commercial,148,16702,1350,360,223.3,107.5
PL022807,2,0,2,Yearly,No,Professional,F,55,36,No,6,Gasoline,Tourism,227,66150,1484,240,43.4,107.22
PL067554,1,0,1,Yearly,No,WorkPrivate,M,46,28,No,1,Gasoline,Tourism,158,11228,992,340,146,179.83
PL011177,1,0,2,Yearly,No,WorkPrivate,M,32,14,No,5,Diesel,Tourism,174,13904,1260,2550,423.5,60.29
PL035287,2,0,10,Biannual,No,Retired,M,72,51,No,2,Gasoline,Tourism,173,21316,1209,2550,44.1,332.32
PL084342,1,0.018,3,Yearly,No,Professional,F,31,10,No,2,Diesel,Commercial,105,23520,0,1030,82.6,106.55
PL003363,2,0,10,Monthly,No,Retired,F,61,42,No,5,Gasoline,Tourism,158,14566,1089,640,176,281.05
PL065327,3,0,28,Yearly,No,Retired,M,84,65,Yes,4,Diesel,Tourism,170,11405,1197,310,273.4,157.27
PL092100,1,0,15,Yearly,No,Retired,F,81,51,No,18,Gasoline,Tourism,140,1113,393,330,314.1,75.88
PL090547,2,0,22,Biannual,No,Retired,M,64,46,Yes,3,Diesel,Tourism,175,23900,1285,240,179.3,192.63
PL035787,3,0,4,Monthly,Yes,WorkPrivate,M,55,37,Yes,3,Diesel,Tourism,145,12909,1185,20,392.4,319.81
PL038325,3,0,29,Biannual,No,Retired,M,68,38,Yes,4,Diesel,Tourism,197,27313,1437,200,53.4,324.34
PL020195,1,0,14,Biannual,No,WorkPrivate,F,50,27,Yes,4,Diesel,Tourism,168,18310,1538,2550,130.7,321.54
PL083559,3,0,15,Biannual,No,WorkPrivate,F,57,36,No,5,Diesel,Tourism,158,13390,885,250,25.7,75.4
PL053283,2,0,20,Biannual,No,WorkPrivate,M,55,37,No,5,Diesel,Tourism,200,31511,1576,110,131.3,197.73
PL015610,2,0,3,Yearly,No,WorkPrivate,F,39,20,Yes,13,Gasoline,Tourism,180,13976,930,260,72.7,197.71
PL055260,3,0.266,5,Quarterly,No,Retired,M,83,61,No,8,Gasoline,Tourism,200,31511,1576,420,184,149.18
PL027776,1,0.332,7,Monthly,No,Professional,F,28,9,No,4,Gasoline,Tourism,158,13390,885,470,538.1,75.88
PL005444,1,0,5,Yearly,No,Retired,M,66,45,No,6,Diesel,Tourism,200,28833,1501,320,63.6,106.14
PL004507,3,0,4,Quarterly,No,WorkPrivate,F,44,25,No,13,Diesel,Tourism,190,29040,1626,450,678.7,145.99
PL087458,1,0,27,Monthly,No,WorkPrivate,M,74,56,Yes,8,Diesel,Tourism,180,22057,1245,250,259.9,77.86
PL056159,2,0,27,Yearly,No,Retired,M,83,37,No,35,Gasoline,Tourism,182,12820,1036,380,188.4,263.75
PL045769,1,0.381,2,Monthly,No,WorkPrivate,M,39,20,Yes,7,Diesel,Tourism,200,22067,1291,1160,631.1,110.72
PL057692,3,0,28,Monthly,No,WorkPrivate,M,50,31,No,5,Diesel,Tourism,199,15334,1166,220,46.4,56.19
PL069373,2,0.225,17,Biannual,No,WorkPrivate,M,61,40,No,9,Diesel,Tourism,175,23900,1285,2550,249.7,127.65
PL041842,2,0.319,10,Monthly,No,WorkPrivate,M,26,8,Yes,2,Diesel,Tourism,200,19225,1310,710,104.6,136.66
PL040143,2,0,4,Monthly,No,WorkPrivate,F,41,21,No,6,Diesel,Tourism,158,13390,885,220,142.5,21.53
PL065099,2,0,8,Yearly,No,Professional,M,65,45,No,6,Diesel,Tourism,214,33926,1376,350,108.1,300.44
PL009437,1,0,4,Monthly,No,WorkPrivate,F,34,16,Yes,7,Diesel,Tourism,175,23900,1285,390,431.9,56.19
PL012903,3,0,23,Biannual,No,WorkPrivate,F,48,28,Yes,3,Gasoline,Tourism,170,11405,1197,1190,43,296.68
PL042752,1,0,18,Biannual,No,WorkPrivate,M,57,39,Yes,4,Diesel,Tourism,175,23900,1285,360,340.8,106.14
PL081800,2,0,27,Biannual,No,WorkPrivate,F,70,44,Yes,11,Gasoline,Tourism,198,20448,1302,1010,210.5,268.02
PL085493,2,0.018,3,Yearly,No,WorkPrivate,M,58,36,Yes,3,Diesel,Tourism,207,30643,1441,1890,630.8,294.49
PL000276,3,0.196,4,Yearly,No,WorkPrivate,F,38,20,No,6,Diesel,Tourism,179,57626,1713,110,383.4,101.54
PL042511,2,0,7,Monthly,No,WorkPrivate,F,42,17,No,7,Diesel,Tourism,170,13473,980,160,65.9,132.62
PL023200,1,0,26,Yearly,No,WorkPrivate,M,55,35,No,3,Gasoline,Tourism,160,17055,911,380,62.6,110.98
PL092837,1,0,2,Yearly,No,WorkPrivate,M,47,29,No,5,Diesel,Commercial,150,14159,1193,380,55.3,234.05
PL093733,3,0,11,Biannual,No,WorkPrivate,M,41,23,Yes,5,Gasoline,Tourism,202,22411,1330,380,62.6,102.37
PL031535,3,0,12,Yearly,No,Retired,M,70,51,No,10,Diesel,Tourism,175,23900,1285,560,138.2,101.54
PL038299,1,0,18,Monthly,No,WorkPrivate,F,44,25,Yes,2,Gasoline,Tourism,182,16876,1302,530,98.3,203.55
PL049833,2,0,13,Biannual,No,Retired,M,76,50,No,4,Gasoline,Tourism,139,11985,1264,140,59.9,68.77
PL069282,3,0.07,7,Monthly,No,WorkPrivate,M,41,11,Yes,7,Gasoline,Tourism,179,16047,955,360,55.3,141.13
PL033732,1,0,18,Quarterly,No,WorkPrivate,M,50,30,No,11,Gasoline,Tourism,145,10896,660,1890,630.8,251.44
PL009110,3,0,24,Yearly,No,WorkPrivate,F,45,26,No,6,Gasoline,Tourism,175,23900,1285,640,435,219.86
PL060110,1,0,26,Biannual,No,Professional,M,64,39,No,1,Diesel,Tourism,183,30622,1459,420,184,110.98
PL049241,1,0,1,Biannual,No,Professional,M,58,31,No,2,Diesel,Commercial,155,13629,1180,120,192.5,123.73
PL019110,2,0,18,Yearly,No,WorkPrivate,M,74,47,No,5,Gasoline,Tourism,200,22067,1291,1550,500.9,125.36
PL082874,2,0,14,Yearly,No,Retired,F,61,40,No,8,Gasoline,Tourism,170,11405,1197,510,77.1,113.04
PL008617,3,0,27,Biannual,No,WorkPrivate,M,48,28,Yes,3,Diesel,Tourism,201,25963,2554,190,83.6,69
PL065313,2,0.225,10,Monthly,No,WorkPrivate,F,42,20,Yes,5,Gasoline,Tourism,170,11405,1197,310,429.7,77.77
PL032227,3,0,25,Yearly,No,WorkPrivate,M,48,30,Yes,4,Diesel,Tourism,175,23900,1285,2550,240.9,56.19
PL077704,2,0,4,Monthly,No,WorkPrivate,M,36,16,No,13,Gasoline,Tourism,168,11876,1225,1590,97,22.72
PL076080,3,0.266,5,Monthly,No,WorkPrivate,M,36,14,No,4,Diesel,Tourism,139,11985,1264,240,57.2,82.96
PL078253,1,0,13,Yearly,No,WorkPrivate,M,52,32,No,3,Diesel,Tourism,180,13976,930,1150,65.5,283.75
PL071008,3,0.782,3,Yearly,No,WorkPrivate,M,24,3,No,4,Gasoline,Tourism,174,13904,1260,290,211.8,263.83
PL071081,2,0,9,Monthly,No,WorkPrivate,F,49,27,No,13,Diesel,Tourism,180,22057,1245,90,85.7,113.34
PL041868,3,0,27,Yearly,No,WorkPrivate,F,66,47,Yes,10,Gasoline,Tourism,196,24750,1200,120,328,102.37
PL020211,3,0,26,Monthly,No,WorkPrivate,M,50,31,No,3,Diesel,Tourism,160,17055,911,60,236.1,289.94
PL007801,1,0,15,Monthly,No,Retired,F,89,50,No,8,Diesel,Tourism,203,19100,1480,250,171.6,106.14
PL089495,1,0,26,Yearly,No,Retired,F,74,51,No,3,Gasoline,Tourism,175,23900,1285,260,74.7,120.63
PL006480,2,0.266,4,Monthly,No,WorkPrivate,M,31,13,Yes,4,Diesel,Tourism,200,20054,1360,490,292.1,189.69
PL081593,2,0,3,Monthly,No,WorkPrivate,F,37,19,No,10,Diesel,Tourism,182,12820,1036,40,66.9,300.47
PL052270,2,0,6,Monthly,No,WorkPrivate,F,50,14,No,2,Diesel,Tourism,138,17126,1110,350,150.9,277.25
PL089773,3,0.266,16,Yearly,No,Retired,F,81,54,Yes,8,Gasoline,Tourism,177,11490,950,310,429.7,161.98
PL059672,2,0,14,Biannual,No,Professional,M,56,35,No,5,Diesel,Tourism,180,22057,1245,80,70.9,109.85
PL085748,3,0,29,Biannual,No,Professional,M,62,40,No,9,Diesel,Commercial,149,20580,793,110,142.4,122.11
PL085589,1,0,25,Monthly,No,WorkPrivate,M,49,30,No,10,Diesel,Tourism,180,22057,1245,440,509.4,130.11
PL050746,3,0,17,Biannual,No,Retired,M,58,37,No,3,Diesel,Tourism,200,19225,1310,1040,241.2,206.34
PL020596,2,0,10,Yearly,No,Retired,F,66,45,No,9,Diesel,Tourism,164,14696,936,190,397.6,203.01
PL028297,1,0,22,Monthly,No,Retired,F,77,54,No,19,Gasoline,Tourism,182,12820,1036,960,109.3,23.6
PL031096,1,0,3,Yearly,No,WorkPrivate,F,50,30,No,2,Diesel,Tourism,175,23900,1285,1880,745.4,340.17
PL081113,3,0.28,7,Biannual,No,WorkPrivate,M,36,18,Yes,3,Diesel,Tourism,200,28833,1501,1310,78,102.37
PL066933,3,0,15,Monthly,No,WorkPrivate,M,55,37,No,18,Gasoline,Tourism,158,11228,992,240,38.9,115.74
PL064861,2,0,5,Monthly,No,WorkPrivate,F,47,15,No,14,Diesel,Tourism,182,12820,1036,80,745.4,229.73
PL053653,1,0,12,Monthly,No,WorkPrivate,M,60,40,Yes,6,Diesel,Tourism,200,22067,1291,180,57.1,305.58
PL037975,3,0,9,Monthly,No,WorkPrivate,F,34,16,No,13,Gasoline,Tourism,168,18310,1538,110,713.3,181.37
PL095071,1,0,2,Yearly,No,Professional,M,46,22,No,1,Gasoline,Tourism,180,16245,945,330,144.5,89.44
PL043655,2,0,15,Yearly,No,Retired,M,76,55,Yes,3,Diesel,Tourism,173,21316,1209,60,86.9,188.3
PL001606,1,0,19,Yearly,No,Retired,F,69,47,Yes,1,Diesel,Tourism,174,13904,1260,440,179,295.83
PL008166,1,0,12,Monthly,No,WorkPrivate,F,56,37,Yes,3,Gasoline,Tourism,140,1113,393,290,643.3,154.02
PL094340,2,0,16,Biannual,No,WorkPrivate,F,53,34,Yes,2,Gasoline,Tourism,140,1113,393,400,120.4,77.77
PL006118,2,0.332,17,Biannual,No,Professional,M,77,45,No,6,Diesel,Commercial,123,23295,787,320,24.4,198.86
PL028451,1,0,16,Monthly,No,WorkPrivate,F,54,19,Yes,4,Diesel,Tourism,205,17630,1106,540,212.8,340.52
PL018003,2,0,4,Yearly,No,WorkPrivate,F,51,33,No,3,Diesel,Tourism,139,11985,1264,220,62.7,59.85
PL092218,1,0.166,26,Monthly,No,WorkPrivate,F,56,30,Yes,6,Gasoline,Tourism,196,24750,1200,640,435,82.32
PL013153,1,0,5,Yearly,No,WorkPrivate,F,54,36,Yes,9,Gasoline,Tourism,140,1113,393,360,148.4,65.8
PL006053,2,0,4,Monthly,No,Retired,M,67,49,Yes,10,Diesel,Tourism,186,21852,1379,10,59,76.49
PL049344,3,0,14,Monthly,No,WorkPrivate,F,40,19,No,9,Gasoline,Tourism,158,13390,885,810,95.3,102.37
PL065963,1,0.166,3,Yearly,No,WorkPrivate,M,35,17,No,3,Gasoline,Tourism,147,5622,1035,660,76.9,226.12
PL050132,2,0,2,Biannual,No,WorkPrivate,M,47,26,Yes,8,Diesel,Tourism,105,23520,0,440,430.1,95.68
PL067340,2,0,11,Monthly,Yes,Retired,F,73,55,No,3,Gasoline,Tourism,170,11405,1197,170,54.1,320.23
PL006900,2,0.782,3,Monthly,No,WorkPrivate,M,41,2,No,11,Diesel,Tourism,150,14159,1193,240,282.5,206.78
PL045454,1,0,1,Monthly,No,WorkPrivate,M,48,28,No,2,Diesel,Tourism,182,12820,1036,230,276.1,56.19
PL054125,3,0,25,Biannual,No,WorkPrivate,F,54,35,Yes,24,Diesel,Tourism,170,27076,1410,70,108.9,337.93
PL086489,1,0,22,Monthly,No,Retired,M,71,52,No,1,Gasoline,Tourism,147,5622,1035,250,366.1,326.14
PL002030,1,0.834,2,Monthly,No,WorkPrivate,F,22,1,No,4,Diesel,Tourism,182,12820,1036,280,284.2,106.14
PL049986,3,0,31,Monthly,No,WorkPrivate,F,57,34,Yes,16,Gasoline,Tourism,182,12820,1036,250,97.6,175.51
PL082842,2,0,11,Biannual,No,WorkPrivate,M,56,34,Yes,3,Diesel,Tourism,181,21171,1305,300,221.8,173.5
PL072405,2,0,25,Biannual,No,Retired,F,69,46,No,7,Gasoline,Tourism,177,11490,950,240,263.5,276.36
PL056560,2,0,25,Yearly,No,Retired,F,83,52,No,20,Gasoline,Tourism,182,12820,1036,1150,128.2,266.77
PL053690,2,0.28,4,Yearly,No,WorkPrivate,M,28,10,No,6,Diesel,Commercial,182,12820,1036,110,232.3,228.35
PL027640,2,0.018,8,Monthly,No,WorkPrivate,M,32,12,No,10,Diesel,Tourism,202,22578,1284,220,273.9,272.64
PL071870,2,0,27,Biannual,No,WorkPrivate,M,52,34,No,2,Diesel,Tourism,175,23900,1285,2550,163.5,83.06
PL031708,2,0.07,7,Biannual,No,WorkPrivate,F,33,14,No,3,Diesel,Tourism,182,12820,1036,1590,153.2,302.46
PL052888,1,0,1,Biannual,No,WorkPrivate,M,53,33,No,3,Diesel,Tourism,140,1113,393,160,273.5,333.13
PL048850,1,0,15,Biannual,No,WorkPrivate,M,48,26,Yes,3,Diesel,Tourism,182,12820,1036,60,444.3,81.42
PL023074,1,0,26,Yearly,No,Retired,M,76,58,No,11,Gasoline,Tourism,140,1113,393,380,196.1,156.06
PL072436,2,0,6,Monthly,No,WorkPrivate,F,47,28,No,10,Diesel,Tourism,175,23900,1285,680,203.3,107.39
PL017977,1,0,3,Monthly,No,WorkPrivate,M,66,45,No,6,Diesel,Tourism,198,20002,1320,410,196.9,86.64
PL082923,1,0,13,Yearly,No,Retired,M,78,57,No,6,Gasoline,Tourism,200,19225,1310,370,208.9,112.55
PL072978,1,0,2,Monthly,No,WorkPrivate,F,51,32,No,2,Gasoline,Tourism,164,14696,936,2550,745.4,64.08
PL051462,1,0,23,Yearly,No,WorkPrivate,M,58,40,No,12,Gasoline,Tourism,182,19473,1183,470,421.5,106.14
PL053209,1,0,10,Yearly,No,Retired,M,82,52,No,11,Gasoline,Tourism,145,10896,660,2550,50.4,67.7
PL089475,2,0,2,Monthly,No,Retired,M,56,37,No,12,Diesel,Tourism,175,23900,1285,220,198.6,100.39
PL059658,1,0,3,Yearly,No,WorkPrivate,M,65,36,Yes,4,Diesel,Tourism,200,31069,1473,410,338.2,315.78
PL062317,1,0,28,Biannual,No,Retired,F,66,44,No,7,Gasoline,Tourism,140,1113,393,2550,92.5,162.5
PL021335,2,0,23,Biannual,No,Professional,M,58,39,No,5,Diesel,Tourism,185,26094,1460,700,340.2,285.87
PL064984,3,0.428,11,Monthly,No,Professional,F,61,34,No,10,Gasoline,Tourism,177,11490,950,2550,179.6,157.55
PL043798,3,0,5,Yearly,No,WorkPrivate,M,39,21,No,9,Diesel,Tourism,158,13390,885,2550,66.8,185.44
PL066894,2,0.087,6,Yearly,No,Retired,M,80,56,No,8,Diesel,Tourism,185,26094,1460,600,70.8,102.37
PL085505,3,0,28,Monthly,No,Retired,F,59,25,No,10,Diesel,Tourism,182,12820,1036,50,247.8,318.61
PL027368,3,0,8,Biannual,No,WorkPrivate,M,49,30,Yes,4,Diesel,Tourism,170,11405,1197,190,307.4,334.12
PL068441,1,0,21,Biannual,No,WorkPrivate,F,53,31,Yes,12,Gasoline,Tourism,177,11490,950,20,110.8,290.45
PL017294,1,0,5,Biannual,No,Professional,M,52,34,No,6,Diesel,Tourism,200,31511,1576,160,121.8,60.95
PL038411,1,0,29,Yearly,No,Retired,M,89,60,No,16,Diesel,Commercial,123,23295,787,180,64.2,141.67
PL069438,2,0,8,Yearly,No,WorkPrivate,F,52,34,Yes,10,Diesel,Tourism,250,96217,2110,480,263.1,10.86
PL081201,3,0,20,Monthly,No,WorkPrivate,F,47,26,No,22,Gasoline,Tourism,163,9140,963,310,363.7,340.22
PL018340,1,0.166,14,Monthly,No,WorkPrivate,M,40,20,No,3,Diesel,Tourism,174,13904,1260,620,42.6,240.83
PL061950,2,0.28,16,Biannual,No,Retired,M,69,49,Yes,5,Gasoline,Tourism,200,19422,1315,280,76.1,106
PL083425,1,0,9,Yearly,No,Retired,M,65,47,Yes,8,Diesel,Commercial,123,23295,787,230,530.4,161.89
PL018542,1,0,2,Yearly,No,WorkPrivate,M,40,21,Yes,7,Diesel,Tourism,195,13690,1300,110,313.6,106.14
PL051482,3,0,28,Monthly,No,WorkPrivate,M,54,35,No,10,Diesel,Tourism,182,12820,1036,540,289.6,194.21
PL073494,2,0,19,Biannual,No,Retired,F,79,50,No,3,Gasoline,Tourism,158,11228,992,1810,145.9,278.17
PL037818,2,0.28,2,Monthly,No,WorkPrivate,F,53,20,No,9,Gasoline,Tourism,158,13390,885,330,107.3,94.34
PL087195,1,0,10,Monthly,No,WorkPrivate,M,37,18,No,5,Diesel,Tourism,200,22067,1291,330,121.1,60.36
PL049983,2,0.07,12,Biannual,No,WorkPrivate,F,38,19,No,11,Diesel,Tourism,177,11490,950,220,33.7,261.89
PL054022,1,0,6,Biannual,No,Professional,M,49,19,No,11,Diesel,Commercial,145,23028,760,620,64.2,68.47
PL035492,2,0,3,Monthly,No,WorkPrivate,M,54,34,Yes,9,Diesel,Tourism,170,31206,1430,460,364.9,107.39
PL077693,1,0,7,Biannual,Yes,Retired,F,65,42,No,3,Gasoline,Tourism,174,13904,1260,670,195.5,20.81
PL032120,1,0,18,Monthly,No,WorkPrivate,F,79,57,No,9,Gasoline,Tourism,203,19100,1480,90,122.5,140.2
PL066152,1,0.483,7,Biannual,No,WorkPrivate,M,33,15,No,9,Diesel,Tourism,182,12820,1036,130,161.7,320.87
PL022397,2,0.428,3,Biannual,No,WorkPrivate,M,23,5,No,10,Diesel,Commercial,196,24750,1200,1670,262,107.39
PL049820,1,0,8,Yearly,No,WorkPrivate,M,59,34,No,9,Diesel,Tourism,200,25000,1300,280,120.1,56.19
PL010530,3,0,12,Biannual,No,WorkPrivate,M,36,18,Yes,7,Diesel,Tourism,185,26094,1460,350,129,165.05
PL067585,1,0,23,Yearly,No,Retired,M,87,62,No,10,Gasoline,Tourism,200,19422,1315,240,189.9,24.88
PL036994,2,0,19,Monthly,No,WorkPrivate,M,58,40,No,13,Diesel,Tourism,155,18671,0,330,585.9,265.75
PL089802,2,0,15,Biannual,No,Retired,F,68,38,No,6,Diesel,Tourism,170,11405,1197,310,21.7,131.16
PL084021,3,0.07,11,Biannual,No,WorkPrivate,M,37,17,Yes,10,Diesel,Tourism,200,31069,1473,500,32.9,320.16
PL079901,2,0,2,Yearly,No,Retired,M,59,41,No,10,Diesel,Commercial,150,14159,1193,410,364,235.93
PL013370,1,0.535,25,Yearly,No,Retired,M,77,57,No,3,Diesel,Tourism,175,23900,1285,260,204.9,337.77
